Date,BasketVol,Multiplier,Executed,Reason
2024-01-05,0.20212904732391265,1.0,True,INITIAL_ALLOCATION
2024-01-12,0.197829295139513,1.0,False,
2024-01-19,0.19454976811960414,1.0,False,
2024-01-26,0.17300564411088903,1.0,False,
2024-02-02,0.19923519534601528,1.0,True,MONTHLY_WEIGHT_RESET
2024-02-09,0.19947779715516747,1.0,False,
2024-02-16,0.20116585878361262,1.0,False,
2024-02-23,0.23789874276609488,1.0,False,
2024-03-01,0.2404046497754323,1.0,True,MONTHLY_WEIGHT_RESET
2024-03-08,0.26827959934705714,0.9318636251450118,True,EXPOSURE_CHANGE
2024-03-15,0.28057927721376263,0.8910137715178963,True,EXPOSURE_CHANGE
2024-03-22,0.2787413717117147,0.8968887483934743,True,EXPOSURE_CHANGE
2024-03-28,0.27760702003837406,0.9005535953861761,True,EXPOSURE_CHANGE
2024-04-05,0.28012777652869764,0.89244987804481,True,MONTHLY_WEIGHT_RESET
2024-04-12,0.2866273131252375,0.8722127604453602,True,EXPOSURE_CHANGE
2024-04-19,0.3006012812169632,0.8316664486188898,True,EXPOSURE_CHANGE
2024-04-26,0.310520743165778,0.8050991938613655,True,EXPOSURE_CHANGE
2024-05-03,0.2881189133731082,0.8676972888491185,True,MEMBERSHIP_CHANGE
2024-05-10,0.28621310855043725,0.87347501750062,True,EXPOSURE_CHANGE
2024-05-17,0.2610158940494983,0.9577960794701288,True,EXPOSURE_CHANGE
2024-05-24,0.26219420244073227,0.9534917159600861,True,EXPOSURE_CHANGE
2024-05-31,0.2568801293327859,0.9732165763437748,True,EXPOSURE_CHANGE
2024-06-07,0.23287644142002187,1.0,True,MONTHLY_WEIGHT_RESET
2024-06-14,0.23506886658673612,1.0,False,
2024-06-21,0.23714790913165856,1.0,False,
2024-06-28,0.24625471582611042,1.0,False,
2024-07-05,0.23952478886304954,1.0,True,MONTHLY_WEIGHT_RESET
2024-07-12,0.2405626984875168,1.0,False,
2024-07-19,0.244288362145075,1.0,False,
2024-07-26,0.25941756296288543,0.9636972807263909,True,EXPOSURE_CHANGE
2024-08-02,0.2941313040861344,0.8499605330236769,True,MONTHLY_WEIGHT_RESET
2024-08-09,0.33534151441625676,0.7455086508903785,True,EXPOSURE_CHANGE
2024-08-16,0.343074743612009,0.7287041808088638,True,EXPOSURE_CHANGE
2024-08-23,0.34312269635680365,0.7286023415368362,True,EXPOSURE_CHANGE
2024-08-30,0.3376891778852474,0.7403257681090222,True,EXPOSURE_CHANGE
2024-09-06,0.2774458863375918,0.9010766146152331,True,MEMBERSHIP_CHANGE
2024-09-13,0.28396265644680607,0.8803974548210771,True,EXPOSURE_CHANGE
2024-09-20,0.28157900306477573,0.8878502916728093,True,EXPOSURE_CHANGE
2024-09-27,0.3082944949055346,0.8109129554084422,True,MEMBERSHIP_CHANGE
2024-10-04,0.29977248701984466,0.8339657934767384,True,MONTHLY_WEIGHT_RESET
2024-10-11,0.29952549209237356,0.8346534989512682,True,EXPOSURE_CHANGE
2024-10-18,0.2683927755858777,0.9314706755957648,True,EXPOSURE_CHANGE
2024-10-25,0.2585789871363514,0.9668225665536093,True,EXPOSURE_CHANGE
2024-11-01,0.2122919772110974,1.0,True,MONTHLY_WEIGHT_RESET
2024-11-08,0.24477088547403636,1.0,False,
2024-11-15,0.24148522340259354,1.0,False,
2024-11-22,0.24259901360715388,1.0,False,
2024-11-29,0.22563186718100228,1.0,False,
2024-12-06,0.2579281973846037,0.9692619982421629,True,MEMBERSHIP_CHANGE
2024-12-13,0.26715548148664986,0.9357846547217219,True,EXPOSURE_CHANGE
2024-12-20,0.28224976329342816,0.8857403353784175,True,EXPOSURE_CHANGE
2024-12-27,0.2831337146356462,0.882975029383962,True,EXPOSURE_CHANGE
2025-01-03,0.284920574564788,0.8774375117762954,True,MONTHLY_WEIGHT_RESET
2025-01-10,0.2998653739805592,0.8337074623901323,True,EXPOSURE_CHANGE
2025-01-17,0.30453130505715115,0.820933663792242,True,EXPOSURE_CHANGE
2025-01-24,0.304513874560013,0.8209806543666387,True,EXPOSURE_CHANGE
2025-01-31,0.3181455678821289,0.7858038119601388,True,EXPOSURE_CHANGE
2025-02-07,0.31148284373816787,0.8026124232066846,True,MONTHLY_WEIGHT_RESET
2025-02-14,0.3150083324348897,0.7936298004170207,True,EXPOSURE_CHANGE
2025-02-21,0.3055357719802577,0.818234795813545,True,EXPOSURE_CHANGE
2025-02-28,0.32865682985920197,0.760671853699499,True,EXPOSURE_CHANGE
2025-03-07,0.36332311961366653,0.688092737577045,True,MONTHLY_WEIGHT_RESET
2025-03-14,0.3976604818572517,0.6286770031369185,True,EXPOSURE_CHANGE
2025-03-21,0.39357391786060153,0.6352046938449477,True,EXPOSURE_CHANGE
2025-03-28,0.40874520873056247,0.6116279644632985,True,EXPOSURE_CHANGE
2025-04-04,0.45184363033993485,0.5532887556961196,True,MONTHLY_WEIGHT_RESET
2025-04-11,0.558937774924845,0.447276980042394,True,EXPOSURE_CHANGE
2025-04-17,0.560260227947978,0.4462212156584017,True,EXPOSURE_CHANGE
2025-04-25,0.570884910733094,0.4379166366106365,True,EXPOSURE_CHANGE
2025-05-02,0.5636628615458,0.4435275357939942,True,MONTHLY_WEIGHT_RESET
2025-05-09,0.5649162760239839,0.4425434539779238,True,EXPOSURE_CHANGE
2025-05-16,0.6351392156037036,0.3936144924737068,True,MEMBERSHIP_CHANGE
2025-05-23,0.6155798910763965,0.4061211284255121,True,EXPOSURE_CHANGE
2025-05-30,0.6074949290384303,0.411526068860708,True,EXPOSURE_CHANGE
2025-06-06,0.5265481236519435,0.4747904109240619,True,MEMBERSHIP_CHANGE
2025-06-13,0.5120205437902466,0.488261658700973,True,EXPOSURE_CHANGE
2025-06-20,0.512256695658695,0.48803656861631206,True,EXPOSURE_CHANGE
2025-06-27,0.49917954055396707,0.5008218079662504,True,EXPOSURE_CHANGE
2025-07-03,0.45422260859460284,0.5503909212566892,True,MONTHLY_WEIGHT_RESET
2025-07-11,0.29784933698660904,0.8393505338279121,True,EXPOSURE_CHANGE
2025-07-18,0.261709754620621,0.9552567131569257,True,EXPOSURE_CHANGE
2025-07-25,0.24008648516980302,1.0,True,EXPOSURE_CHANGE
2025-08-01,0.22328220185175407,1.0,True,MONTHLY_WEIGHT_RESET
2025-08-08,0.19580036653196864,1.0,False,
2025-08-15,0.20160095181950533,1.0,False,
2025-08-22,0.2168964049688364,1.0,False,
2025-08-29,0.21948525951175185,1.0,False,
2025-09-05,0.21544075867231263,1.0,True,MONTHLY_WEIGHT_RESET
2025-09-12,0.219729349769115,1.0,False,
2025-09-19,0.2181388640762942,1.0,False,
2025-09-26,0.2039985108276909,1.0,False,
2025-10-03,0.19696090921730477,1.0,True,MEMBERSHIP_CHANGE
2025-10-10,0.21511581692652693,1.0,False,
2025-10-17,0.22160962585749353,1.0,False,
2025-10-24,0.22645801156323733,1.0,False,
2025-10-31,0.2277842343404355,1.0,False,
2025-11-07,0.24292375600388347,1.0,True,MONTHLY_WEIGHT_RESET
2025-11-14,0.25918590085532506,0.9645586398603814,True,EXPOSURE_CHANGE
2025-11-21,0.26819843697752355,0.9321456262660894,True,EXPOSURE_CHANGE
2025-11-28,0.28162659514688726,0.8877002538400471,True,EXPOSURE_CHANGE
2025-12-05,0.2744110208616307,0.91104212656991,True,MONTHLY_WEIGHT_RESET
2025-12-12,0.2800214362878055,0.8927887925803311,True,EXPOSURE_CHANGE
2025-12-19,0.2970016920840041,0.8417460461110432,True,EXPOSURE_CHANGE
2025-12-26,0.31825975839064596,0.785521868250585,True,MEMBERSHIP_CHANGE
2026-01-02,0.3205376206767161,0.7799396509907395,True,MONTHLY_WEIGHT_RESET
2026-01-09,0.31147480316669,0.8026331422584094,True,EXPOSURE_CHANGE
2026-01-16,0.3078102672573114,0.8121886323922216,True,EXPOSURE_CHANGE
2026-01-23,0.3062767168034996,0.8162553216880488,True,EXPOSURE_CHANGE
2026-01-30,0.26392637123746326,0.9472338774933057,True,MEMBERSHIP_CHANGE
2026-02-06,0.27210775160213324,0.9187536868319046,True,MEMBERSHIP_CHANGE
2026-02-13,0.2610206775344497,0.9577785268257333,True,EXPOSURE_CHANGE
2026-02-20,0.2517328325807566,0.9931163823050347,True,EXPOSURE_CHANGE
2026-02-27,0.205621121062951,1.0,True,MEMBERSHIP_CHANGE
2026-03-06,0.2085767792948963,1.0,True,MONTHLY_WEIGHT_RESET
2026-03-13,0.21245752941416388,1.0,False,
2026-03-20,0.20208548912864377,1.0,False,
2026-03-27,0.23480121230345607,1.0,True,MEMBERSHIP_CHANGE
2026-04-02,0.26159944573884675,0.9556595171442893,True,MONTHLY_WEIGHT_RESET
2026-04-10,0.2703969375621721,0.9245666842751048,True,MEMBERSHIP_CHANGE
2026-04-17,0.26616975602769066,0.9392502128378235,True,EXPOSURE_CHANGE
2026-04-24,0.2714635586074071,0.920933923074191,True,EXPOSURE_CHANGE
2026-05-01,0.2621558563898605,0.9536311850619765,True,MONTHLY_WEIGHT_RESET
2026-05-08,0.260802549785983,0.9585795852270322,True,EXPOSURE_CHANGE
2026-05-15,0.2577415900523841,0.9699637530333747,True,EXPOSURE_CHANGE
2026-05-22,0.2535781492736994,0.9858893627706173,True,EXPOSURE_CHANGE
2026-05-29,0.24973465321588859,1.0,True,EXPOSURE_CHANGE
2026-06-05,0.24621440522961324,1.0,True,MEMBERSHIP_CHANGE
2026-06-12,0.24724947416568813,1.0,False,
2026-06-18,0.2466339388561797,1.0,False,
2026-06-26,0.25565952520053764,0.9778630379756109,True,MEMBERSHIP_CHANGE
2026-07-02,0.26400168540113506,0.946963651463587,True,MONTHLY_WEIGHT_RESET
2026-07-10,0.2622487022730081,0.9532935638314165,True,EXPOSURE_CHANGE
